Name,q_CO2,q_CH4
FAU_3,1.9834683858478814,2.2724355033971926
FAU_4,1.9369995774618851,2.429076594411091
FAU_5,1.9880734365355353,2.316521047263408
FAU_6,1.8769481509283126,2.2674805056104286
FER_0,0.7864419129375068,1.4259341167133661
FER_1,0.7658107014023298,1.440845715365332
FER_2,0.7058672219862573,1.4481313312134054
GIS_0,1.118331325518379,2.3622301661898413
GIS_1,0.7140063121673825,1.896168749994569
GIS_2,0.8353855178987953,2.056789100068791
GIS_3,1.5140645032522437,2.203809136737774
GIS_4,1.0919814096245473,2.1517399245432602
GIS_5,0.8455630831920568,2.190611066171298
GIS_6,1.072742082926468,2.2527804366555912
GME_0,1.3593059754117758,1.749581054661122
GME_1,1.3960255347612154,1.667690614160634
GON_0,0.4869577802296972,0.7995982176042664
GON_1,0.500532511876164,0.7317023093155671
GOO_0,0.5617298276597296,0.9366146545296291
HEU_0,0.005526245199951192,2.532851490772736
HEU_1,0.7762997798725123,1.7527467586112522
HEU_2,0.7350650092641458,1.8197474232873792
IFO_0,0.9452353519384269,1.0162094936201151
IFO_1,0.9411299285172054,1.0344519589424443
IFR_0,1.0403722409269778,1.1330874165236502
IFR_1,1.0459991554203354,1.1756542065363607
IFT,2.0667903906928604,2.140374514062438
IFU,2.1626742313627667,2.3148156453247055
IFW,1.2272187580364924,1.5694566745568042
IFY,0.9089428133491809,1.3892011051204742
IHW_0,0.723636809039234,0.8231948012692828
IHW_1,0.717253649695302,0.8544595601718065
IMF_0,0.8255381969968422,1.5795989740418124
IMF_1,0.8220514470738749,1.5807459950978395
IRN,1.2813843232444975,2.032426414106659
IRR_0,2.163230969426495,2.239821054953114
IRR_1,2.0992360816442988,2.2822806507811437
IRY,2.5901788249247497,2.6624122895019324
ISV_0,1.473822031967219,1.544037308519536
ISV_1,1.51060989615365,1.5462647358844652
ITE_0,1.1882012495903038,1.8681919321306057
ITE_1,1.1579470829956509,1.7825312986352566
ITG,1.1282676470264437,1.1878937368728093
ITH_0,0.8834813173154942,1.2493359394919792
ITH_1,1.0065648679976558,1.2800146336442448
ITR_0,0.8926025979248274,1.2345341690842344
ITR_1,0.9824053152322442,1.2053043760635982
ITT_0,1.9451398756166924,2.3200048000014624
ITV_0,2.15921222537252,2.3108316825455333
ITW_0,0.8643828074501764,1.4319047097859592
ITW_1,0.8972794099411144,0.6745719797349524
IWR_0,0.5165087084094053,2.1116987891736674
IWR_1,1.3785857494006324,1.617476204833699
IWS_0,1.5189661675601644,1.581321187608796
IWS_1,1.543224694001626,1.598512228769161
IWV_0,1.4706349551590843,1.6112899107083525
IWV_1,1.327018420675747,1.601645657548489
IWW_0,1.2123415002837488,1.5834142122758263
IWW_1,1.0178359773593035,1.2863512147663976
JBW_0,0.4810631245870686,0.40787543973710955
JOZ_0,0.4909544863857806,1.9476025060234619
JRY_0,0.900664153391105,1.3660898179710375
JSN_0,0.7008713170725724,1.6413513046344654
JSN_1,0.6612631270106466,2.213749927422599
JSR_0,2.2140792491830887,2.9556391906453414
JST_0,1.3732734835402727,2.00308313530558
KFI_0,1.3354192767974344,1.476560549192668
KFI_1,1.2541203962256917,1.4196847820835492
LAU_0,0.7218005862997566,1.4338720965855463
LAU_1,0.7152236850279623,1.2672432553058215
LAU_2,0.5875513067945684,1.1666179236686862
LEV_0,1.0331536603235083,1.1621216079764998
LEV_1,1.0173793182297306,1.122728973292402
LEV_2,1.0119257946320708,1.0625946776561797
LOV_0,0.4681725295159611,1.787538292075417
LTA_0,1.8172143839804453,2.206279253288548
LTA_1,1.8853146514739718,2.1501954078123213
LTA_2,1.8623960835186,2.121867153546148
LTF_0,0.76084056325248,0.9616729733155729
LTF_1,0.7544135115655205,0.9193020043251116
LTL_0,0.9253943412739973,1.138093290918682
LTL_1,0.9050272649403311,1.1407872355639757
LTL_2,0.8775278329458914,1.1116959055155773
MAZ_0,0.8312832138975492,1.0633389858010216
MAZ_1,0.8388863251382839,1.01409563166421
MEI_0,1.5853028057807508,1.9088608817231147
MEI_1,1.6638354072768722,1.8812717008185167
MEL_0,0.8785186727948763,1.4740031298772103
MEL_1,0.8166703665857379,1.4690019685229034
MEL_2,0.8585861658338797,1.52991452170184
MER_0,0.705739857245367,1.4473473199480518
MER_1,0.43040663834319215,1.347668947634144
MER_2,0.4232081117933562,0.5202242434230239
MFI_0,0.7343585437209806,1.4714705158127275
MFI_1,0.7958946806860786,1.6310617775879355
MFI_2,0.7968819763599815,1.5973307241750685
MFS_0,0.6845069097007629,1.1657584078252854
MFS_1,0.6441560222251391,1.1662420521728387
MON_0,0.33236827090338494,0.35409344416107436
MOR_0,0.5155826775816545,2.0336039659775387
MOR_1,0.40633305160302097,1.9574521863050547
MOZ_0,0.8611103815362015,1.1312884392908498
MOZ_1,0.9146521121132025,1.1653891493365471
MRE_0,0.45835282248770276,0.749172763565628
MRE_1,0.46201751237997357,0.7387711590986937
MRT,0.7095214671893924,0.991769393425138
MSE_0,1.1464563602309017,1.2893802043098934
MSE_1,1.0953393627071226,1.2897428703566438
MTF_0,0.4651923840203739,0.6204332592192844
MTF_1,0.4191645336902616,0.5684380074609802
MTT_0,0.5858200507070132,0.7752814123093202
MTT_1,0.5167824028943119,0.8167723770402787
MTW_0,0.5758963147499803,0.881384365575187
MTW_1,0.5452739891228537,0.7150394864587741
MWF,0.993047721289449,1.9996976967981794
MWW_0,1.278540591180239,1.6952195609503815
MWW_1,1.2262947686300754,1.654101771253882
NAT_0,1.334188084772661,1.6412271953115036
NES_0,1.0176172308738591,1.21690941590535
NES_1,0.9449008277042735,1.140372739830548
NPT_0,1.4245664774464206,1.9172136704925447
OBW_0,1.7106310756472647,2.409739533396454
OFF_0,1.100357789099324,1.270845694983524
OFF_1,1.152311526359881,1.3253342594753719
OFF_2,1.1089673348775948,1.278539491175775
OKO_0,0.9729016151709934,1.2895799030768187
OKO_1,0.9458291684547221,1.2233839179170987
OSI_0,0.5527597754464917,0.6983828589905747
OSI_1,0.5131112375051938,0.6028675065147212
OSO_0,1.4014393775486749,2.019964166229555
OSO_1,1.3245001649647736,1.9094835350446955
OWE_0,0.7972178180541053,1.4089918568255482
PAU_0,1.0100628347116773,2.0423333416650116
PAU_1,0.8854393130395497,1.6760393328399565
PCR_0,0.44050705860717415,1.414279402440215
PCR_1,0.4422314152396354,1.3892980282117502
PHI_0,0.899740258402106,1.551608889503143
PHI_1,0.5487577469324597,2.022980751623523
PHI_2,0.7686645076044657,1.138738700906367
PON_0,0.6081425103272761,1.6206123659884002
PON_1,0.8509676812383811,1.3426775354964582
POR,0.8617037259905295,1.2661288355832732
POS,1.3976317345286244,1.5671062259964097
PSI,0.25460992831490437,0.5379166706862415
PUN_0,1.4696387052790771,1.8410780164708545
PWN,0.9876955340224005,2.1546772313265614
PWO,1.0771542093969342,1.8688628417384898
PWW,1.0235283008321636,1.8380042218846464
RHO_0,1.3031493169321937,3.055615781117055
RHO_1,1.1285928140494674,1.8842124414132322
RON_0,0.4184859261017588,0.9771890474114373
RRO_0,0.8801579704645771,0.5199194215369475
RSN_0,0.5223289968016774,1.1560358108862585
RTE_0,0.8913474266712914,1.0060059660893428
RTE_1,0.885388905979797,1.0342069975731143
RTH_0,1.1342601847503617,1.60823186649169
RTH_1,1.0998788369052204,1.6213850525164586
RWY_0,3.3810204429923303,3.5692678412612997
SAF_0,0.5636927249560061,0.8131023022212058
SAF_1,0.5417293740961341,0.8596202073514136
SAO_0,1.7537898151369367,1.77370302104351
SAO_1,1.7302652560747251,1.7703110899545078
SAS_0,1.2839470987387522,1.5478436011630146
SAS_1,1.2820779378457297,1.5250439198827241
SAT_0,0.9381897439406276,1.1374067053041077
SAT_1,0.8992825147864848,1.1649119237601089
SAV_0,1.3584733896722119,1.674090819890658
SBE_0,1.5049017091681174,2.1536582143343557
SBS_0,1.7896601171542925,1.9126152171206767
SBT_0,1.7803154262241843,1.9110112298440651
SEW_0,1.0031747268186595,1.696512358675236
SEW_1,1.025458656115294,1.6802868459438476
SFE_0,0.8430362290502115,1.0896756774015417
SFE_1,0.718078369236724,1.085805706760085
SFF_0,0.9607151043883495,1.2371693107712662
SFF_1,1.087225406292981,1.6926371716120914
SFG_0,0.7405318040367144,1.087238446614913
SFG_1,0.7398698982031843,1.0908621402460585
SFH_0,0.9191963224357327,1.0159244100723948
SFH_1,0.8662573722611481,0.9673349761695141
SFN_0,0.9107970907460012,1.0441077414847026
SFN_1,0.851447588278364,0.9793001158765325
SFO_0,1.3654981412235185,1.7726552643634246
SFS_0,1.0717490147348008,1.628535180332004
SFS_1,1.0285079017188012,1.6495181041288407
SFW_0,1.3226703493579437,1.6932081658771205
SFW_1,1.2452502967456263,1.6330398138516427
SIV_0,1.0212726607690759,2.0174659751790918
SOF_0,1.2598080234480664,1.9928855262157634
SOR,0.8468126754955208,1.0430614742967128
SOS_0,0.6941765592097492,0.6784587588904573
SOV,1.434073253190701,1.5753459826433593
SSF_0,0.990730359791569,1.1649680869962058
SSF_1,0.9162038826649599,1.1603033983884166
SSY_0,0.8454490388660364,1.023898908121235
SSY_1,0.7355661316977814,1.0263103407522953
STF_0,1.0835374201483554,1.650277034573799
STF_1,1.0617976808870442,1.5478180470941625
STI_0,1.040646354141143,1.3563657971478913
STI_1,0.9783921465374046,1.3207022276052685
STI_2,1.0046322477110043,1.3508280939483839
STI_3,1.007537048162017,1.3409283346542333
STO_0,0.5997605324332258,0.8929212885409792
STO_1,0.6001694729341944,0.8968123537004742
STT_0,1.011402105059758,1.4173400481278484
STT_1,1.035501653568708,1.354342507998317
STW_0,1.199130119115096,2.2828367998368044
SVR_0,0.7981864882931838,1.5460447888579585
SVR_1,0.7977325849706672,1.5450309813908396
SWY,1.0965013283825773,1.2544286406199925
SZR_0,0.5454033269938364,1.0871062147675974
SZR_1,0.5437715705171298,1.0746298058005035
TER_0,0.9682491328607142,1.716677109324949
TER_1,0.948487149266232,1.6823961437473043
THO_0,1.0280765677959023,1.9733982931853158
TON_0,0.5385540057684145,1.1749818719871366
TON_1,0.4589179052665657,1.0652977719456929
TSC_0,1.70153045912063,2.0595511179989225
TSC_1,1.667206954203864,1.9937495449714113
TUN_0,0.8679387266211472,1.50778102765771
TUN_1,0.9098088436978377,1.4956541197722841
UEI_0,0.29052174962575317,2.0705495365731785
UFI_0,1.5243377541451275,1.9404408636192831
UFI_1,1.4561787789312337,1.909881868165014
UOS_0,0.6727633752821092,1.5701540456713696
UOV,1.1865754287460923,1.424895451934003
USI_0,1.3398500108752036,1.6687489013495198
UTL_0,1.3940473022203599,1.6390597836121643
UWY_0,1.1378040590881482,1.7513259690890506
VET_0,0.45741554242372695,0.5091134135148085
VET_1,0.48290441626662284,0.5406519930175949
VFI_0,1.2623569429546229,1.4024856669952488
VFI_1,1.4815984899512897,1.540687456528407
VNI_0,0.2089221670500077,0.9939301175331435
VSV_0,0.62534600942666,0.4251319135953283
WEI_0,0.46107320711760535,0.28332859998152293
WEN_0,0.8891098315050882,2.0778192478085744
YFI,0.7058626607320735,2.315986981835278
YUG_0,0.8142791893144934,0.7717540969546413
ZON_0,0.7248124588834258,1.2637889929597579
ZON_1,0.809776442184248,1.16607336440573
